OBJECTID,RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT
7488,7488,7419437,2236140,1,2015,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,18,100,0,0,0
7489,7489,919080,4994594,1,2015,Black,M,22-30,Unlawful Possession of a Firearm (Intrafamily Offense),Weapon,,M8,Probation,28,28,0,18,100,,,
7490,7490,8622246,8458411,1,2015,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,18,12,6,6,100,0,0,0
7491,7491,9274265,8018583,1,2015,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,14,14,0,12,100,0,0,0
7492,7492,2108031,1186630,2,2015,Black,M,18-21,Burglary,Property,,M8,Short Split,8,8,1,12,100,,,
7493,7493,1286771,2256453,1,2015,Black,M,18-21,Robbery,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
7494,7494,1286771,2256453,2,2015,Black,M,18-21,Flee Law Enforcement Officer,Other,,M8,Incarceration,10,0,10,0,100,0,0,0
7495,7495,1286771,2256453,4,2015,Black,M,18-21,Prison Breach,Other,,M9,Incarceration,5,0,5,0,100,0,0,0
7496,7496,21535,9422894,1,2015,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
7497,7497,4544069,361221,3,2015,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,6,0,6,0,100,0,945,0
7498,7498,4007979,5655515,1,2015,Black,M,41-50,Unlawful Possession of a Firearm (Order to Relinquish),Weapon,,M8,Short Split,24,20,4,60,100,,,
7499,7499,9072557,212400,1,2015,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,12,12,0,24,100,,,
7500,7500,2327814,6764927,1,2015,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Long Split,24,15,9,0,100,0,0,0
7501,7501,9578788,8641924,1,2015,Black,F,18-21,Robbery,Violent,,M8,Short Split,18,18,1,12,100,,,
7502,7502,1694826,951915,1,2015,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,3,0,3,0,100,0,0,0
7503,7503,5796062,4735114,2,2015,Black,M,51-60,Unauthorized Use of A Vehicle,Property,,M8,Short Split,18,12,6,36,100,0,0,0
7504,7504,3390640,5412758,1,2015,Black,M,22-30,First Degree Sexual Abuse,Sex,,M6,Incarceration,42,0,42,0,350,0,0,0
7505,7505,7936184,2720986,1,2015,Other or Unknown,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
7506,7506,2081776,9539045,1,2015,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Probation,18,18,0,24,100,,,
7507,7507,3467211,5093468,1,2015,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,15,0,15,0,100,0,0,0
7508,7508,5272267,5466929,1,2015,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,14,0,14,0,100,0,0,0
7509,7509,4920504,4703313,2,2015,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,,,
7510,7510,7960515,6715984,1,2015,Black,F,51-60,Fraud 2nd Degree $1000 or More (Felony),Other,,M9,Long Split,96,87,9,48,100,0,4000,0
7511,7511,740119,3832748,1,2015,Black,M,22-30,Flee Law Enforcement Officer,Other,,M8,Probation,6,6,0,12,100,,,
7512,7512,7522157,7143697,1,2015,Black,M,22-30,Robbery,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0
7513,7513,7522157,7143697,2,2015,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
7514,7514,6663459,4967061,1,2015,Black,M,18-21,"Carry Rifle or Shotgun Outside Home or Business, Viol of Inoperable Pistol Emgncy Act of 2008",Weapon,,M8,Short Split,12,12,1,18,100,0,0,0
7515,7515,6794946,7793001,1,2015,Black,M,18-21,"Carry Rifle or Shotgun Outside Home or Business, Viol of Inoperable Pistol Emgncy Act of 2008",Weapon,,M8,Short Split,12,12,1,18,100,0,0,0
7516,7516,3836684,554324,2,2015,Black,F,41-50,Assault with Significant Bodily Injury,Violent,,M8,Probation,24,24,0,12,100,0,0,0
7517,7517,892111,9289485,1,2015,Black,F,51-60,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,10,10,0,12,100,0,0,0
7518,7518,4473878,2153586,2,2015,Black,M,61-70,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,22,0,22,0,100,0,0,0
7519,7519,2622306,6529139,1,2015,Black,M,18-21,Burglary One,Property,,M5,Incarceration,60,0,60,0,100,0,0,0
7520,7520,2622306,6529139,2,2015,Black,M,18-21,Burglary One,Property,,M5,Incarceration,60,0,60,0,100,0,0,0
7521,7521,2622306,6529139,3,2015,Black,M,18-21,Burglary One,Property,,M8,Incarceration,14,0,14,0,100,0,0,0
7522,7522,6313392,9131789,1,2015,Black,F,18-21,Fraud 2nd Degree $1000 or More (Felony),Other,,M9,Probation,6,6,0,48,100,,,
7523,7523,4216097,2754513,1,2015,Black,F,31-40,Theft First Degree,Property,,M8,Probation,12,12,0,60,100,0,9336,0
7524,7524,8855028,4645444,1,2015,Black,F,22-30,Obstructing Justice - (Harassment-Reporting),Other,,M5,Probation,36,36,0,48,350,,,
7525,7525,7821447,1365975,1,2015,Black,M,22-30,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,0,0,0
7526,7526,2218825,2220761,3,2015,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,1,0,1,0,100,0,0,0
7527,7527,9462538,4899354,1,2015,Hispanic,M,22-30,Second Degree Child Sex Abuse,Sex,,M8,Incarceration,19,0,19,0,100,0,0,0
7528,7528,8946183,6029688,1,2015,Black,F,51-60,Burglary Two,Property,,M8,Probation,20,20,0,12,100,0,0,0
7529,7529,107581,4296325,12,2015,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,18,100,,,
7530,7530,33178,1225377,1,2015,Black,M,31-40,Bail Reform Act -Felony,Other,,M9,Short Split,12,11,1,3,100,0,0,0
7531,7531,8835882,629284,1,2015,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Probation,12,12,0,12,100,0,0,0
7532,7532,4752055,1750924,1,2015,Black,M,22-30,Burglary Two,Property,,M8,Short Split,6,6,1,12,100,,,
7533,7533,2251831,374404,1,2015,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,31,0,31,0,100,0,0,0
7534,7534,9179616,7240654,1,2015,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Short Split,6,6,1,12,100,,,
7535,7535,288837,5495564,1,2015,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,0,0,0
7536,7536,9449748,7804224,1,2015,Black,M,51-60,Burglary Two,Property,,M8,Short Split,20,20,1,24,100,,,
7537,7537,8163346,361221,1,2015,Black,M,18-21,1st Degree Cruelty to Children,Violent,,M6,Incarceration,18,0,18,0,100,0,0,0
7538,7538,9525460,4284574,1,2015,Black,M,41-50,Burglary Two,Property,,M8,Incarceration,20,0,20,0,100,,,
7539,7539,9525460,4284574,2,2015,Black,M,41-50,Theft First Degree,Property,,M8,Incarceration,20,0,20,0,100,,,
7540,7540,4545454,6420263,1,2015,Black,M,31-40,Robbery,Violent,,M6,Incarceration,65,0,65,0,100,0,0,0
7541,7541,5410175,1127774,1,2015,Black,M,18-21,Robbery,Violent,,M8,Probation,6,6,0,12,100,,,
7542,7542,6416444,7159803,2,2015,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,15,15,1,24,100,,,
7543,7543,8977978,3891571,2,2015,Black,M,31-40,Unauthorized Use of A Vehicle,Property,,M8,Short Split,14,9,5,36,100,,,
7544,7544,4396197,3295362,1,2015,Black,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,18,18,0,12,100,,,
7545,7545,4067257,8486240,1,2015,Other or Unknown,F,22-30,Distribution Of a Controlled Substance,Drug,,D2,Probation,18,18,0,18,100,0,0,0
7546,7546,7305799,5824606,1,2015,Black,M,31-40,Prison Breach,Other,,M9,Incarceration,1,0,1,0,100,0,0,0
7547,7547,4923355,2405390,1,2015,Black,M,22-30,Prisoner Escape,Other,,M9,Short Split,16,16,1,12,100,,,
7548,7548,5083560,4642880,1,2015,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0
7549,7549,3363945,1049161,1,2015,White,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,9,9,0,12,100,0,0,0
7550,7550,1307184,4349192,1,2015,Black,M,41-50,Prison Breach,Other,,M9,Incarceration,9,0,9,0,100,0,0,0
7551,7551,9604311,4253170,1,2015,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Short Split,6,6,1,36,100,,,
7552,7552,9604311,4253170,2,2015,Black,M,18-21,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2014,Weapon,,M8,Long Split,24,12,12,36,100,,,
7553,7553,9651860,8405811,1,2015,Black,M,51-60,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,12,12,0,18,100,,,
7554,7554,2542162,4735114,2,2015,Black,M,51-60,Unauthorized Use of A Vehicle,Property,,M8,Short Split,18,12,6,18,100,0,0,0
7555,7555,4174947,713894,1,2015,Black,M,41-50,Unauthorized Use of A Vehicle - Crime of Violence,Property,,M7,Long Split,60,36,24,36,100,0,0,0
7556,7556,4174947,713894,2,2015,Black,M,41-50,Unauthorized Use of A Vehicle,Property,,M8,Long Split,60,36,24,36,100,0,0,0
7557,7557,4174947,713894,3,2015,Black,M,41-50,Unauthorized Use of A Vehicle,Property,,M8,Long Split,60,36,24,36,100,0,0,0
7558,7558,5168125,6009740,1,2015,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2014,Weapon,,M8,Probation,9,9,0,12,100,,,
7559,7559,3010529,5694180,1,2015,Other or Unknown,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Short Split,6,4,2,12,100,,,
7560,7560,8908471,5318957,1,2015,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
7561,7561,3427470,4684956,1,2015,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
7562,7562,589238,4281131,1,2015,Black,M,22-30,Bail Reform Act -Felony,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
7563,7563,9142193,6258908,1,2015,Black,M,41-50,Burglary Two,Property,,M7,Long Split,36,12,24,12,100,0,500,0
7564,7564,3409786,4966381,2,2015,White,F,22-30,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,18,0,18,0,100,0,0,0
7565,7565,6170754,546355,1,2015,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7566,7566,243022,1003789,2,2015,Black,M,22-30,Unauthorized Use of A Vehicle,Property,,M8,Probation,14,14,0,12,100,0,0,0
7567,7567,4534483,5552273,1,2015,Black,M,22-30,Robbery,Violent,,M8,Incarceration,10,0,10,0,100,0,0,0
7568,7568,6715820,6544740,1,2015,Black,M,41-50,Bail Reform Act -Felony,Other,,M9,Probation,12,12,0,6,100,0,0,0
7569,7569,9476235,2150230,1,2015,Other or Unknown,M,22-30,Theft First Degree,Property,,M8,Probation,6,6,0,12,100,,,
7570,7570,8754903,370960,1,2015,Black,M,22-30,Robbery,Violent,,M8,Probation,12,12,0,12,100,0,114.71,0
7571,7571,7087076,4782924,1,2015,Black,M,51-60,Burglary Two,Property,,M8,Incarceration,26,0,26,0,100,0,0,0
7572,7572,6193479,8463224,1,2015,Black,M,22-30,Robbery,Violent,,M6,Long Split,24,15,9,12,100,0,0,0
7573,7573,9868639,4071673,1,2015,Black,M,18-21,Robbery,Violent,,M8,Short Split,6,6,1,12,100,,,
7574,7574,4042069,4903593,1,2015,Black,M,22-30,Burglary Two,Property,,M8,Short Split,16,16,1,12,100,,,
7575,7575,1600491,7345988,1,2015,Other or Unknown,M,22-30,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,0,0,0
7576,7576,7667821,6213997,1,2015,Black,M,22-30,Burglary One,Property,,M8,Probation,15,15,0,24,100,0,0,0
7577,7577,1005058,2199575,3,2015,Other or Unknown,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,10,10,0,6,100,,,
7578,7578,9688615,7681243,1,2015,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2014,Weapon,,M8,Probation,6,6,0,12,100,,,
7579,7579,8848364,1579796,1,2015,Black,M,22-30,Poss W/I to Dist Marijuana-Fel,Drug,,D3,Probation,12,12,0,18,100,0,0,0
7580,7580,7927176,9307709,13,2015,Black,M,18-21,Flee Law Enforcement Officer,Other,,M8,Incarceration,24,0,24,0,100,0,0,0
7581,7581,7927176,9307709,14,2015,Black,M,18-21,Destruction of Property $1000 or More,Property,,M8,Incarceration,24,0,24,0,100,0,0,0
7582,7582,7927176,9307709,15,2015,Black,M,18-21,Unauthorized Use of A Vehicle,Property,,M8,Incarceration,24,0,24,0,100,0,0,0
7583,7583,734214,383898,1,2015,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,0,0,0
7584,7584,7723952,9613539,1,2015,Other or Unknown,M,18-21,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,136,0,136,0,100,0,0,0
7585,7585,7539862,9613539,1,2015,Other or Unknown,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
7586,7586,7549487,7998854,1,2015,Black,F,41-50,Perjury,Other,,M8,Probation,6,6,0,24,100,0,0,0
7587,7587,7333178,7525102,1,2015,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,18,0,18,0,100,0,0,0
7588,7588,7333178,7525102,2,2015,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Incarceration,6,0,6,0,100,0,0,0
7589,7589,405836,6501453,1,2015,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,12,12,0,18,100,,,
7590,7590,3795863,9955526,1,2015,Black,M,15-17,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,120,0,120,0,200,0,26941,0
7591,7591,3944166,8131459,1,2015,Black,M,18-21,Flee Law Enforcement Officer,Other,,M8,Probation,12,12,0,18,100,,,
7592,7592,2014843,8136752,1,2015,Black,M,18-21,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,84,0,84,0,300,0,0,0
7593,7593,7037325,3983584,1,2015,Black,M,18-21,Unarmed Carjacking,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0
7594,7594,5521742,4264187,1,2015,Black,M,31-40,Contempt - Felony,Other,,M9,Probation,3,3,0,6,100,0,0,0
7595,7595,1736914,3893589,1,2015,Black,M,31-40,Attempt to Commit Robbery,Violent,,M8,Incarceration,18,0,18,0,100,0,0,0
7596,7596,4316315,5303969,1,2015,Black,M,18-21,Prisoner Escape,Other,,M9,Short Split,7,7,1,6,100,0,0,0
7597,7597,4722003,1542260,1,2015,Black,M,22-30,Robbery,Violent,,M6,Long Split,30,18,12,18,100,,,
7598,7598,8926613,6419869,1,2015,Black,M,18-21,Robbery,Violent,,M6,Incarceration,42,0,42,0,100,0,0,0
7599,7599,3402078,3664717,1,2015,Black,M,22-30,Aggravated Aslt Knowingly Grave Risk,Violent,,M4,Incarceration,120,0,120,0,100,0,0,0
7600,7600,6571259,9127386,1,2015,Black,M,31-40,Attempt to Commit Robbery,Violent,,M8,Incarceration,10,0,10,0,100,0,0,0
7601,7601,9182761,185278,1,2015,Black,M,22-30,Assault W/I to Commit Robbery,Violent,,M6,Incarceration,36,0,36,0,100,0,0,0
7602,7602,1461414,3457781,1,2015,Black,M,18-21,Assault W/I to Commit Robbery,Violent,,M6,Probation,24,24,0,24,100,,,
7603,7603,5162825,1360775,1,2015,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
7604,7604,5162825,1360775,2,2015,Black,M,31-40,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
7605,7605,2392428,9528797,1,2015,Black,M,22-30,Robbery,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0
7606,7606,4984865,4636593,1,2015,Black,M,18-21,Conspiracy to Commit a Crime of Violence,Other,,M7,Incarceration,84,0,84,0,100,0,0,0
7607,7607,4984865,4636593,2,2015,Black,M,18-21,Murder I,Homicide,Murder I,M1,Incarceration,360,0,360,0,100,0,0,0
7608,7608,4984865,4636593,3,2015,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,84,0,84,0,100,0,0,0
7609,7609,4984865,4636593,4,2015,Black,M,18-21,"Obstructing Justice (Witness or Officer) (Influence, Delay)",Other,,M5,Incarceration,84,0,84,0,100,0,0,0
7610,7610,4984865,4636593,5,2015,Black,M,18-21,"Obstructing Justice (Witness or Officer) (Influence, Delay)",Other,,M5,Incarceration,84,0,84,0,100,0,0,0
7611,7611,4984865,4636593,6,2015,Black,M,18-21,"Obstructing Justice (Witness or Officer) (Influence, Delay)",Other,,M5,Incarceration,84,0,84,0,100,0,0,0
7612,7612,1612433,9582365,1,2015,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,6,6,0,18,100,0,0,0
7613,7613,878554,6841871,1,2015,Other or Unknown,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Long Split,18,6,12,24,100,0,0,0
7614,7614,878554,6841871,2,2015,Other or Unknown,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Long Split,18,6,12,24,100,0,0,0
7615,7615,454468,8172238,1,2015,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
7616,7616,454468,8172238,2,2015,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,10,0,10,0,100,0,0,0
7617,7617,1548235,6972103,1,2015,Black,M,18-21,Escape from DYRS,Other,,M9,Short Split,1,1,1,12,100,,,
7618,7618,8620547,189408,1,2015,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,36,0,36,0,100,0,0,0
7619,7619,3956854,7850539,1,2015,Black,M,41-50,Unlawful Possession of a Firearm ( Prior Crime of Violence),Weapon,,M6,Incarceration,39,0,39,0,100,0,0,0
7620,7620,3956854,7850539,2,2015,Black,M,41-50,Threat to Kidnap or Injure a Person,Violent,,M8,Incarceration,36,0,36,0,100,0,0,0
7621,7621,8839018,6592433,1,2015,White,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,16,16,0,18,100,,,
7622,7622,6554099,253095,1,2015,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,0,0,0
7623,7623,6554099,253095,2,2015,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,0,0,0
7624,7624,6896461,3071792,1,2015,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,10,10,0,12,100,,,
7625,7625,7157625,6317569,1,2015,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,10,10,0,12,100,0,0,0
7626,7626,7006808,6524293,1,2015,White,M,41-50,Burglary Two,Property,,M8,Probation,6,6,0,12,100,0,0,0
7627,7627,7387711,1234435,1,2015,Black,M,18-21,Bail Reform Act -Felony,Other,,M9,Short Split,12,12,1,12,100,,,
7628,7628,3199087,9788189,1,2015,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,20,0,20,0,100,0,0,0
7629,7629,3893271,6488535,1,2015,Black,M,31-40,Bail Reform Act -Felony,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
7630,7630,1919382,7117816,1,2015,Black,M,51-60,Attempt to Commit Robbery,Violent,,M8,Probation,24,24,0,24,100,,,
7631,7631,1424564,7784360,1,2015,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,12,0,12,0,100,,,
7632,7632,1003405,3838940,1,2015,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,0,100,0,0,0
7633,7633,1003405,3838940,2,2015,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,60,0,60,0,100,0,0,0
7634,7634,747997,7187371,1,2015,Black,M,31-40,Assault W/I to Kill,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0
7635,7635,3094468,1127774,1,2015,Black,M,18-21,Prison Breach,Other,,M9,Short Split,1,1,1,12,100,,,
7636,7636,4417706,6164753,1,2015,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,12,12,0,18,100,,,
7637,7637,1626565,3337487,1,2015,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
7638,7638,8536699,3007795,1,2015,Black,M,31-40,Aggravated Assault Knowingly,Violent,,M4,Incarceration,150,0,150,0,100,0,0,0
7639,7639,3210618,1452020,1,2015,Black,M,22-30,Robbery,Violent,,M8,Short Split,18,12,6,24,100,0,275,0
7640,7640,7084751,8756660,1,2015,Black,M,22-30,Robbery,Violent,,M8,Long Split,18,9,9,18,100,,,
7641,7641,6933464,5438006,1,2015,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
7642,7642,9034934,3517810,1,2015,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,15,9,6,24,100,,,
7643,7643,5769776,9796848,1,2015,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Long Split,24,12,12,24,100,,,
7644,7644,9706116,7655055,1,2015,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,9,9,0,9,100,0,0,0
7645,7645,7820993,3877575,1,2015,Black,M,22-30,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,0,0,0
7646,7646,2220477,4358450,3,2015,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,9,9,0,12,100,0,0,0
7647,7647,4008602,4515220,1,2015,Black,F,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,10,10,0,24,100,,,
7648,7648,2204845,1277671,1,2015,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Short Split,18,18,1,12,100,,,
7649,7649,2210033,8296693,1,2015,Black,M,18-21,Attempt to Commit Robbery,Violent,,M8,Incarceration,14,0,14,0,100,0,0,0
7650,7650,4887603,7527021,1,2015,Black,M,31-40,Prisoner Escape,Other,,M9,Incarceration,5,0,5,0,100,0,0,0
7651,7651,7985826,4153544,1,2015,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M8,Probation,12,12,0,12,100,0,0,0
7652,7652,2381739,8426167,2,2015,Black,M,15-17,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,18,1,24,100,,,
7653,7653,4579362,4563274,2,2015,Black,M,15-17,Assault With A Dangerous Weapon,Violent,,M6,Short Split,24,18,6,24,100,,,
7654,7654,64633,8007575,1,2015,Black,M,18-21,Robbery,Violent,,M8,Probation,6,6,0,12,100,,,
7655,7655,3862271,1369701,1,2015,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Short Split,14,13,1,18,100,0,0,0
7656,7656,6392358,9626673,6,2015,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
7657,7657,6392358,9626673,7,2015,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,30,0,30,0,100,0,0,0
7658,7658,9797641,5125519,1,2015,Black,M,51-60,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,42,0,42,0,100,0,0,0
7659,7659,4519622,1338228,3,2015,Black,M,31-40,Burglary One,Property,,M5,Incarceration,72,0,72,0,100,0,0,0
7660,7660,3022737,9086978,1,2015,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction > 1 yr ),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
7661,7661,4931509,4954044,1,2015,Black,M,51-60,Second Degree Child Sex Abuse,Sex,,M8,Incarceration,36,0,36,0,100,0,0,0
